date,searches
2016-08-01,85
2016-08-02,60
2016-08-03,49
2016-08-04,54
2016-08-05,46
2016-08-06,58
2016-08-07,73
2016-08-08,49
2016-08-09,51
2016-08-10,47
2016-08-11,52
2016-08-12,27
2016-08-13,39
2016-08-14,45
2016-08-15,44
2016-08-16,29
2016-08-17,38
2016-08-18,48
2016-08-19,47
2016-08-20,17
2016-08-21,53
2016-08-22,28
2016-08-23,29
2016-08-24,44
2016-08-25,40
2016-08-26,34
2016-08-27,36
2016-08-28,35
2016-08-29,35
2016-08-30,16
2016-08-31,33
2016-09-01,25
2016-09-02,31
2016-09-03,54
2016-09-04,57
2016-09-05,42
2016-09-06,42
2016-09-07,37
2016-09-08,27
2016-09-09,28
2016-09-10,29
2016-09-11,37
2016-09-12,39
2016-09-13,32
2016-09-14,29
2016-09-15,32
2016-09-16,38
2016-09-17,42
2016-09-18,49
2016-09-19,25
2016-09-20,37
2016-09-21,31
2016-09-22,32
2016-09-23,44
2016-09-24,40
2016-09-25,56
2016-09-26,33
2016-09-27,21
2016-09-28,31
2016-09-29,39
2016-09-30,22
2016-10-01,40
2016-10-02,64
2016-10-03,30
2016-10-04,38
2016-10-05,33
2016-10-06,42
2016-10-07,51
2016-10-08,48
2016-10-09,33
2016-10-10,31
2016-10-11,39
2016-10-12,45
2016-10-13,45
2016-10-14,35
2016-10-15,59
2016-10-16,62
2016-10-17,41
2016-10-18,27
2016-10-19,50
2016-10-20,37
2016-10-21,49
2016-10-22,58
2016-10-23,49
2016-10-24,42
2016-10-25,43
2016-10-26,44
2016-10-27,42
2016-10-28,41
2016-10-29,37
2016-10-30,54
2016-10-31,42
2016-11-01,30
2016-11-02,34
2016-11-03,32
2016-11-04,32
2016-11-05,34
2016-11-06,42
2016-11-07,47
2016-11-08,41
2016-11-09,29
2016-11-10,26
2016-11-11,35
2016-11-12,48
2016-11-13,46
2016-11-14,43
2016-11-15,53
2016-11-16,57
2016-11-17,53
2016-11-18,46
2016-11-19,76
2016-11-20,100
2016-11-21,66
2016-11-22,74
2016-11-23,58
2016-11-24,47
2016-11-25,64
2016-11-26,59
2016-11-27,51
2016-11-28,56
2016-11-29,54
2016-11-30,59
2016-12-01,55
2016-12-02,72
2016-12-03,81
2016-12-04,72
2016-12-05,47
2016-12-06,56
2016-12-07,42
2016-12-08,50
2016-12-09,37
2016-12-10,44
2016-12-11,62
2016-12-12,58
2016-12-13,61
2016-12-14,48
2016-12-15,38
2016-12-16,64
2016-12-17,73
2016-12-18,66
2016-12-19,63
2016-12-20,58
2016-12-21,51
2016-12-22,62
2016-12-23,45
2016-12-24,48
2016-12-25,52
2016-12-26,76
2016-12-27,78
2016-12-28,70
2016-12-29,67
2016-12-30,77
2016-12-31,64
2017-01-01,76
2017-01-02,85
2017-01-03,88
2017-01-04,100
2017-01-05,61
2017-01-06,67
2017-01-07,80
2017-01-08,89
2017-01-09,57
2017-01-10,55
2017-01-11,44
2017-01-12,45
2017-01-13,49
2017-01-14,60
2017-01-15,77
2017-01-16,55
2017-01-17,57
2017-01-18,49
2017-01-19,67
2017-01-20,62
2017-01-21,57
2017-01-22,85
2017-01-23,68
2017-01-24,59
2017-01-25,66
2017-01-26,55
2017-01-27,70
2017-01-28,78
2017-01-29,80
2017-01-30,50
2017-01-31,46
2017-02-01,46
2017-02-02,30
2017-02-03,41
2017-02-04,61
2017-02-05,76
2017-02-06,39
2017-02-07,44
2017-02-08,57
2017-02-09,50
2017-02-10,49
2017-02-11,43
2017-02-12,56
2017-02-13,44
2017-02-14,40
2017-02-15,39
2017-02-16,54
2017-02-17,42
2017-02-18,52
2017-02-19,65
2017-02-20,38
2017-02-21,44
2017-02-22,55
2017-02-23,58
2017-02-24,60
2017-02-25,48
2017-02-26,58
2017-02-27,40
2017-02-28,39
2017-03-01,58
2017-03-02,43
2017-03-03,40
2017-03-04,53
2017-03-05,86
2017-03-06,55
2017-03-07,36
2017-03-08,39
2017-03-09,39
2017-03-10,47
2017-03-11,56
2017-03-12,55
2017-03-13,71
2017-03-14,60
2017-03-15,68
2017-03-16,54
2017-03-17,36
2017-03-18,62
2017-03-19,72
2017-03-20,49
2017-03-21,70
2017-03-22,49
2017-03-23,39
2017-03-24,44
2017-03-25,53
2017-03-26,63
2017-03-27,30
2017-03-28,51
2017-03-29,50
2017-03-30,39
2017-03-31,49
2017-04-01,63
2017-04-02,57
2017-04-03,43
2017-04-04,47
2017-04-05,53
2017-04-06,41
2017-04-07,48
2017-04-08,43
2017-04-09,58
2017-04-10,32
2017-04-11,42
2017-04-12,58
2017-04-13,33
2017-04-14,61
2017-04-15,68
2017-04-16,55
2017-04-17,39
2017-04-18,47
2017-04-19,32
2017-04-20,50
2017-04-21,36
2017-04-22,34
2017-04-23,43
2017-04-24,57
2017-04-25,39
2017-04-26,35
2017-04-27,54
2017-04-28,43
2017-04-29,53
2017-04-30,54
2017-05-01,62
2017-05-02,39
2017-05-03,34
2017-05-04,38
2017-05-05,52
2017-05-06,37
2017-05-07,52
2017-05-08,48
2017-05-09,55
2017-05-10,80
2017-05-11,32
2017-05-12,32
2017-05-13,49
2017-05-14,55
2017-05-15,52
2017-05-16,50
2017-05-17,37
2017-05-18,45
2017-05-19,30
2017-05-20,47
2017-05-21,68
2017-05-22,34
2017-05-23,49
2017-05-24,37
2017-05-25,57
2017-05-26,39
2017-05-27,43
2017-05-28,65
2017-05-29,52
2017-05-30,43
2017-05-31,55
2017-06-01,29
2017-06-02,58
2017-06-03,50
2017-06-04,54
2017-06-05,37
2017-06-06,48
2017-06-07,54
2017-06-08,40
2017-06-09,49
2017-06-10,48
2017-06-11,39
2017-06-12,44
2017-06-13,50
2017-06-14,58
2017-06-15,48
2017-06-16,34
2017-06-17,49
2017-06-18,43
2017-06-19,43
2017-06-20,51
2017-06-21,41
2017-06-22,55
2017-06-23,57
2017-06-24,70
2017-06-25,83
2017-06-26,91
2017-06-27,58
2017-06-28,52
2017-06-29,59
2017-06-30,46
2017-07-01,62
2017-07-02,87
2017-07-03,95
2017-07-04,48
2017-07-05,84
2017-07-06,33
2017-07-07,80
2017-07-08,90
2017-07-09,82
2017-07-10,69
2017-07-11,62
2017-07-12,61
2017-07-13,83
2017-07-14,99
2017-07-15,86
2017-07-16,75
2017-07-17,50
2017-07-18,79
2017-07-19,51
2017-07-20,62
2017-07-21,63
2017-07-22,80
2017-07-23,88
2017-07-24,61
2017-07-25,73
2017-07-26,72
2017-07-27,100
2017-07-28,63
2017-07-29,83
2017-07-30,91
2017-07-31,87
2017-08-01,83
2017-08-02,72
2017-08-03,72
2017-08-04,56
2017-08-05,32
2017-08-06,92
2017-08-07,52
2017-08-08,76
2017-08-09,65
2017-08-10,62
2017-08-11,48
2017-08-12,70
2017-08-13,74
2017-08-14,57
2017-08-15,61
2017-08-16,50
2017-08-17,47
2017-08-18,48
2017-08-19,87
2017-08-20,57
2017-08-21,59
2017-08-22,62
2017-08-23,68
2017-08-24,57
2017-08-25,69
2017-08-26,41
2017-08-27,70
2017-08-28,51
2017-08-29,55
2017-08-30,47
2017-08-31,68
2017-09-01,48
2017-09-02,74
2017-09-03,82
2017-09-04,75
2017-09-05,32
2017-09-06,73
2017-09-07,55
2017-09-08,42
2017-09-09,68
2017-09-10,42
2017-09-11,69
2017-09-12,66
2017-09-13,46
2017-09-14,38
2017-09-15,63
2017-09-16,42
2017-09-17,66
2017-09-18,36
2017-09-19,54
2017-09-20,42
2017-09-21,43
2017-09-22,76
2017-09-23,44
2017-09-24,67
2017-09-25,47
2017-09-26,58
2017-09-27,52
2017-09-28,63
2017-09-29,55
2017-09-30,55
2017-10-01,44
2017-10-02,42
2017-10-03,69
2017-10-04,42
2017-10-05,54
2017-10-06,41
2017-10-07,67
2017-10-08,53
2017-10-09,49
2017-10-10,44
2017-10-11,54
2017-10-12,45
2017-10-13,71
2017-10-14,56
2017-10-15,69
2017-10-16,45
2017-10-17,52
2017-10-18,52
2017-10-19,61
2017-10-20,58
2017-10-21,48
2017-10-22,52
2017-10-23,70
2017-10-24,45
2017-10-25,52
2017-10-26,66
2017-10-27,39
2017-10-28,45
2017-10-29,96
2017-10-30,54
2017-10-31,50
2017-11-01,48
2017-11-02,52
2017-11-03,47
2017-11-04,72
2017-11-05,78
2017-11-06,52
2017-11-07,42
2017-11-08,76
2017-11-09,62
2017-11-10,52
2017-11-11,76
2017-11-12,93
2017-11-13,63
2017-11-14,60
2017-11-15,79
2017-11-16,51
2017-11-17,84
2017-11-18,71
2017-11-19,78
2017-11-20,86
2017-11-21,51
2017-11-22,55
2017-11-23,66
2017-11-24,81
2017-11-25,70
2017-11-26,58
2017-11-27,78
2017-11-28,51
2017-11-29,33
2017-11-30,51
2017-12-01,68
2017-12-02,70
2017-12-03,64
2017-12-04,70
2017-12-05,54
2017-12-06,60
2017-12-07,73
2017-12-08,96
2017-12-09,60
2017-12-10,69
2017-12-11,44
2017-12-12,57
2017-12-13,58
2017-12-14,13
2017-12-15,64
2017-12-16,65
2017-12-17,76
2017-12-18,81
2017-12-19,66
2017-12-20,59
2017-12-21,53
2017-12-22,40
2017-12-23,90
2017-12-24,73
2017-12-25,93
2017-12-26,87
2017-12-27,90
2017-12-28,94
2017-12-29,78
2017-12-30,80
2017-12-31,74
2018-01-01,73
2018-01-02,75
2018-01-03,84
2018-01-04,49
2018-01-05,53
2018-01-06,80
2018-01-07,75
2018-01-08,68
2018-01-09,48
2018-01-10,50
2018-01-11,40
2018-01-12,51
2018-01-13,55
2018-01-14,67
2018-01-15,65
2018-01-16,60
2018-01-17,63
2018-01-18,50
2018-01-19,40
2018-01-20,45
2018-01-21,65
2018-01-22,49
2018-01-23,46
2018-01-24,41
2018-01-25,39
2018-01-26,54
2018-01-27,85
2018-01-28,52
2018-01-29,53
2018-01-30,36
2018-01-31,47
2018-02-01,36
2018-02-02,41
2018-02-03,34
2018-02-04,50
2018-02-05,47
2018-02-06,32
2018-02-07,37
2018-02-08,45
2018-02-09,68
2018-02-10,45
2018-02-11,62
2018-02-12,55
2018-02-13,34
2018-02-14,46
2018-02-15,28
2018-02-16,40
2018-02-17,48
2018-02-18,48
2018-02-19,53
2018-02-20,53
2018-02-21,46
2018-02-22,37
2018-02-23,54
2018-02-24,45
2018-02-25,46
2018-02-26,41
2018-02-27,46
2018-02-28,49
2018-03-01,52
2018-03-02,52
2018-03-03,57
2018-03-04,68
2018-03-05,53
2018-03-06,52
2018-03-07,48
2018-03-08,31
2018-03-09,30
2018-03-10,62
2018-03-11,61
2018-03-12,74
2018-03-13,83
2018-03-14,100
2018-03-15,62
2018-03-16,51
2018-03-17,72
2018-03-18,70
2018-03-19,68
2018-03-20,45
2018-03-21,61
2018-03-22,53
2018-03-23,46
2018-03-24,62
2018-03-25,59
2018-03-26,49
2018-03-27,43
2018-03-28,54
2018-03-29,49
2018-03-30,44
2018-03-31,53
2018-04-01,49
2018-04-02,67
2018-04-03,53
2018-04-04,39
2018-04-05,44
2018-04-06,36
2018-04-07,54
2018-04-08,36
2018-04-09,45
2018-04-10,42
2018-04-11,50
2018-04-12,35
2018-04-13,53
2018-04-14,37
2018-04-15,38
2018-04-16,39
2018-04-17,24
2018-04-18,25
2018-04-19,30
2018-04-20,28
2018-04-21,39
2018-04-22,47
2018-04-23,21
2018-04-24,50
2018-04-25,20
2018-04-26,51
2018-04-27,49
2018-04-28,50
2018-04-29,67
2018-04-30,50
2018-05-01,55
2018-05-02,53
2018-05-03,39
2018-05-04,58
2018-05-05,39
2018-05-06,42
2018-05-07,51
2018-05-08,43
2018-05-09,27
2018-05-10,44
2018-05-11,40
2018-05-12,43
2018-05-13,78
2018-05-14,46
2018-05-15,33
2018-05-16,72
2018-05-17,69
2018-05-18,38
2018-05-19,44
2018-05-20,72
2018-05-21,52
2018-05-22,34
2018-05-23,55
2018-05-24,45
2018-05-25,42
2018-05-26,44
2018-05-27,69
2018-05-28,72
2018-05-29,50
2018-05-30,50
2018-05-31,50
2018-06-01,40
2018-06-02,50
2018-06-03,54
2018-06-04,52
2018-06-05,48
2018-06-06,33
2018-06-07,44
2018-06-08,33
2018-06-09,59
2018-06-10,78
2018-06-11,47
2018-06-12,46
2018-06-13,32
2018-06-14,43
2018-06-15,46
2018-06-16,44
2018-06-17,28
2018-06-18,36
2018-06-19,37
2018-06-20,31
2018-06-21,45
2018-06-22,42
2018-06-23,60
2018-06-24,51
2018-06-25,34
2018-06-26,66
2018-06-27,36
2018-06-28,45
2018-06-29,34
2018-06-30,57
2018-07-01,27
2018-07-02,25
2018-07-03,21
2018-07-04,27
2018-07-05,28
2018-07-06,20
2018-07-07,18
2018-07-08,29
2018-07-09,22
2018-07-10,19
2018-07-11,26
2018-07-12,17
2018-07-13,32
2018-07-14,34
2018-07-15,53
2018-07-16,37
2018-07-17,34
2018-07-18,24
2018-07-19,38
2018-07-20,28
2018-07-21,13
2018-07-22,44
2018-07-23,47
2018-07-24,33
2018-07-25,21
2018-07-26,36
2018-07-27,37
2018-07-28,31
2018-07-29,41
2018-07-30,40
2018-07-31,42
2018-08-01,42
2018-08-02,41
2018-08-03,46
2018-08-04,34
2018-08-05,41
2018-08-06,31
2018-08-07,30
2018-08-08,30
2018-08-09,33
2018-08-10,37
2018-08-11,31
2018-08-12,42
2018-08-13,27
2018-08-14,36
2018-08-15,30
2018-08-16,27
2018-08-17,26
2018-08-18,18
2018-08-19,32
2018-08-20,27
2018-08-21,27
2018-08-22,34
2018-08-23,28
2018-08-24,36
2018-08-25,38
2018-08-26,32
2018-08-27,31
2018-08-28,32
2018-08-29,26
2018-08-30,27
2018-08-31,16
2018-09-01,35
2018-09-02,48
2018-09-03,37
2018-09-04,27
2018-09-05,23
2018-09-06,28
2018-09-07,30
2018-09-08,27
2018-09-09,31
2018-09-10,24
2018-09-11,33
2018-09-12,20
2018-09-13,28
2018-09-14,16
2018-09-15,37
2018-09-16,36
2018-09-17,26
2018-09-18,27
2018-09-19,27
2018-09-20,34
2018-09-21,22
2018-09-22,33
2018-09-23,38
2018-09-24,21
2018-09-25,38
2018-09-26,33
2018-09-27,31
2018-09-28,41
2018-09-29,26
2018-09-30,33
2018-10-01,29
2018-10-02,38
2018-10-03,31
2018-10-04,23
2018-10-05,28
2018-10-06,31
2018-10-07,45
2018-10-08,34
2018-10-09,22
2018-10-10,23
2018-10-11,20
2018-10-12,34
2018-10-13,24
2018-10-14,32
2018-10-15,26
2018-10-16,36
2018-10-17,25
2018-10-18,30
2018-10-19,30
2018-10-20,30
2018-10-21,33
2018-10-22,31
2018-10-23,25
2018-10-24,24
2018-10-25,18
2018-10-26,36
2018-10-27,23
2018-10-28,24
2018-10-29,31
2018-10-30,25
2018-10-31,31
2018-11-01,31
2018-11-02,36
2018-11-03,27
2018-11-04,47
2018-11-05,35
2018-11-06,29
2018-11-07,30
2018-11-08,29
2018-11-09,34
2018-11-10,61
2018-11-11,57
2018-11-12,37
2018-11-13,40
2018-11-14,50
2018-11-15,50
2018-11-16,81
2018-11-17,95
2018-11-18,100
2018-11-19,70
2018-11-20,71
2018-11-21,49
2018-11-22,47
2018-11-23,68
2018-11-24,71
2018-11-25,57
2018-11-26,70
2018-11-27,54
2018-11-28,46
2018-11-29,30
2018-11-30,35
2018-12-01,46
2018-12-02,52
2018-12-03,43
2018-12-04,34
2018-12-05,42
2018-12-06,39
2018-12-07,42
2018-12-08,43
2018-12-09,44
2018-12-10,33
2018-12-11,36
2018-12-12,37
2018-12-13,32
2018-12-14,40
2018-12-15,44
2018-12-16,57
2018-12-17,41
2018-12-18,40
2018-12-19,40
2018-12-20,40
2018-12-21,43
2018-12-22,33
2018-12-23,49
2018-12-24,58
2018-12-25,34
2018-12-26,45
2018-12-27,46
2018-12-28,43
2018-12-29,46
2018-12-30,46
2018-12-31,37
2019-01-01,54
2019-01-02,38
2019-01-03,39
2019-01-04,44
2019-01-05,40
2019-01-06,37
2019-01-07,31
2019-01-08,28
2019-01-09,29
2019-01-10,24
2019-01-11,25
2019-01-12,32
2019-01-13,42
2019-01-14,22
2019-01-15,26
2019-01-16,18
2019-01-17,30
2019-01-18,22
2019-01-19,33
2019-01-20,38
2019-01-21,19
2019-01-22,21
2019-01-23,25
2019-01-24,24
2019-01-25,26
2019-01-26,22
2019-01-27,30
2019-01-28,25
2019-01-29,23
2019-01-30,33
2019-01-31,24
2019-02-01,29
2019-02-02,37
2019-02-03,39
2019-02-04,22
2019-02-05,30
2019-02-06,30
2019-02-07,23
2019-02-08,26
2019-02-09,30
2019-02-10,31
2019-02-11,25
2019-02-12,22
2019-02-13,16
2019-02-14,26
2019-02-15,27
2019-02-16,23
2019-02-17,34
2019-02-18,34
2019-02-19,23
2019-02-20,29
2019-02-21,37
2019-02-22,34
2019-02-23,39
2019-02-24,33
2019-02-25,29
2019-02-26,19
2019-02-27,24
2019-02-28,22
2019-03-01,19
2019-03-02,24
2019-03-03,31
2019-03-04,27
2019-03-05,33
2019-03-06,26
2019-03-07,31
2019-03-08,31
2019-03-09,33
2019-03-10,28
2019-03-11,34
2019-03-12,27
2019-03-13,29
2019-03-14,19
2019-03-15,25
2019-03-16,33
2019-03-17,29
2019-03-18,33
2019-03-19,27
2019-03-20,24
2019-03-21,36
2019-03-22,20
2019-03-23,34
2019-03-24,29
2019-03-25,51
2019-03-26,48
2019-03-27,35
2019-03-28,25
2019-03-29,21
2019-03-30,17
2019-03-31,30
2019-04-01,24
2019-04-02,24
2019-04-03,23
