date,searches
2020-04-03,96
2020-04-04,87
2020-04-05,89
2020-04-06,95
2020-04-07,94
2020-04-08,97
2020-04-09,91
2020-04-10,90
2020-04-11,93
2020-04-12,89
2020-04-13,97
2020-04-14,100
2020-04-15,98
2020-04-16,94
2020-04-17,94
2020-04-18,85
2020-04-19,91
2020-04-20,91
2020-04-21,95
2020-04-22,93
2020-04-23,91
2020-04-24,84
2020-04-25,85
2020-04-26,89
2020-04-27,94
2020-04-28,96
2020-04-29,98
2020-04-30,95
2020-05-01,86
2020-05-02,77
2020-05-03,87
2020-05-04,99
2020-05-05,95
2020-05-06,96
2020-05-07,98
2020-05-08,87
2020-05-09,81
2020-05-10,83
2020-05-11,92
2020-05-12,95
2020-05-13,94
2020-05-14,85
2020-05-15,84
2020-05-16,82
2020-05-17,80
2020-05-18,83
2020-05-19,90
2020-05-20,89
2020-05-21,84
2020-05-22,82
2020-05-23,83
2020-05-24,83
2020-05-25,85
2020-05-26,89
2020-05-27,89
2020-05-28,90
2020-05-29,84
2020-05-30,86
2020-05-31,84
2020-06-01,83
2020-06-02,86
2020-06-03,91
2020-06-04,95
2020-06-05,90
2020-06-06,85
2020-06-07,83
2020-06-08,87
2020-06-09,87
2020-06-10,88
2020-06-11,84
2020-06-12,80
2020-06-13,78
2020-06-14,77
2020-06-15,77
2020-06-16,80
2020-06-17,79
2020-06-18,75
2020-06-19,78
2020-06-20,74
2020-06-21,70
2020-06-22,75
2020-06-23,73
2020-06-24,72
2020-06-25,69
2020-06-26,72
2020-06-27,75
2020-06-28,80
2020-06-29,88
2020-06-30,81
2020-07-01,54
2020-07-02,53
2020-07-03,49
2020-07-04,47
2020-07-05,50
2020-07-06,50
2020-07-07,53
2020-07-08,52
2020-07-09,48
2020-07-10,49
2020-07-11,49
2020-07-12,46
2020-07-13,51
2020-07-14,47
2020-07-15,50
2020-07-16,48
2020-07-17,48
2020-07-18,46
2020-07-19,48
2020-07-20,50
2020-07-21,49
2020-07-22,52
2020-07-23,49
2020-07-24,50
2020-07-25,48
2020-07-26,47
2020-07-27,51
2020-07-28,48
2020-07-29,51
2020-07-30,49
2020-07-31,54
2020-08-01,54
2020-08-02,54
2020-08-03,57
2020-08-04,55
2020-08-05,57
2020-08-06,56
2020-08-07,56
2020-08-08,58
2020-08-09,59
2020-08-10,65
2020-08-11,57
2020-08-12,58
2020-08-13,56
2020-08-14,54
2020-08-15,53
2020-08-16,59
2020-08-17,57
2020-08-18,57
2020-08-19,58
2020-08-20,57
2020-08-21,53
2020-08-22,55
2020-08-23,55
2020-08-24,57
2020-08-25,55
2020-08-26,52
2020-08-27,52
2020-08-28,50
2020-08-29,53
2020-08-30,56
2020-08-31,60
2020-09-01,57
2020-09-02,55
2020-09-03,56
2020-09-04,54
2020-09-05,56
2020-09-06,61
2020-09-07,57
2020-09-08,61
2020-09-09,59
2020-09-10,59
2020-09-11,60
2020-09-12,68
2020-09-13,69
2020-09-14,64
2020-09-15,67
2020-09-16,83
2020-09-17,100
2020-09-18,84
2020-09-19,86
2020-09-20,82
2020-09-21,77
2020-09-22,76
2020-09-23,74
2020-09-24,77
2020-09-25,74
2020-09-26,83
2020-09-27,81
2020-09-28,77
2020-09-29,75
2020-09-30,73
2020-10-01,72
2020-10-02,74
2020-10-03,81
2020-10-04,77
2020-10-05,73
2020-10-06,66
2020-10-07,65
2020-10-08,67
2020-10-09,68
2020-10-10,72
2020-10-11,71
2020-10-12,67
2020-10-13,66
2020-10-14,70
2020-10-15,64
2020-10-16,66
2020-10-17,71
2020-10-18,71
2020-10-19,70
2020-10-20,67
2020-10-21,71
2020-10-22,69
2020-10-23,67
2020-10-24,71
2020-10-25,75
2020-10-26,72
2020-10-27,71
2020-10-28,72
2020-10-29,74
2020-10-30,74
2020-10-31,73
2020-11-01,75
2020-11-02,73
2020-11-03,67
2020-11-04,63
2020-11-05,67
2020-11-06,64
2020-11-07,71
2020-11-08,70
2020-11-09,67
2020-11-10,66
2020-11-11,65
2020-11-12,66
2020-11-13,68
2020-11-14,73
2020-11-15,73
2020-11-16,69
2020-11-17,69
2020-11-18,68
2020-11-19,65
2020-11-20,69
2020-11-21,70
2020-11-22,70
2020-11-23,69
2020-11-24,64
2020-11-25,68
2020-11-26,66
2020-11-27,65
2020-11-28,68
2020-11-29,66
2020-11-30,66
2020-12-01,64
2020-12-02,65
2020-12-03,66
2020-12-04,67
2020-12-05,71
2020-12-06,72
2020-12-07,69
2020-12-08,68
2020-12-09,64
2020-12-10,66
2020-12-11,67
2020-12-12,70
2020-12-13,67
2020-12-14,65
2020-12-15,66
2020-12-16,65
2020-12-17,62
2020-12-18,67
2020-12-19,65
2020-12-20,69
2020-12-21,67
2020-12-22,72
2020-12-23,69
2020-12-24,63
2020-12-25,65
2020-12-26,71
2020-12-27,75
2020-12-28,75
2020-12-29,74
2020-12-30,70
2020-12-31,64
2021-01-01,90
2021-01-02,89
2021-01-03,96
2021-01-04,100
2021-01-05,92
2021-01-06,85
2021-01-07,87
2021-01-08,90
2021-01-09,89
2021-01-10,94
2021-01-11,90
2021-01-12,85
2021-01-13,89
2021-01-14,84
2021-01-15,90
2021-01-16,88
2021-01-17,88
2021-01-18,89
2021-01-19,83
2021-01-20,83
2021-01-21,80
2021-01-22,84
2021-01-23,86
2021-01-24,84
2021-01-25,87
2021-01-26,89
2021-01-27,83
2021-01-28,82
2021-01-29,79
2021-01-30,86
2021-01-31,83
2021-02-01,79
2021-02-02,83
2021-02-03,82
2021-02-04,77
2021-02-05,80
2021-02-06,81
2021-02-07,79
2021-02-08,77
2021-02-09,76
2021-02-10,73
2021-02-11,76
2021-02-12,72
2021-02-13,76
2021-02-14,78
2021-02-15,82
2021-02-16,81
2021-02-17,79
2021-02-18,74
2021-02-19,80
2021-02-20,79
2021-02-21,77
2021-02-22,76
2021-02-23,75
2021-02-24,74
2021-02-25,72
2021-02-26,75
2021-02-27,76
2021-02-28,75
2021-03-01,74
2021-03-02,73
2021-03-03,71
2021-03-04,78
2021-03-05,77
2021-03-06,75
2021-03-07,78
2021-03-08,70
2021-03-09,76
2021-03-10,75
2021-03-11,69
2021-03-12,75
2021-03-13,77
2021-03-14,76
2021-03-15,76
2021-03-16,77
2021-03-17,75
2021-03-18,73
2021-03-19,71
2021-03-20,75
2021-03-21,74
2021-03-22,71
2021-03-23,67
2021-03-24,67
2021-03-25,66
2021-03-26,68
2021-03-27,69
2021-03-28,71
2021-03-29,68
2021-03-30,65
2021-03-31,68
2021-04-01,69
2021-04-02,69
2021-04-03,70
2021-04-04,70
2021-04-05,76
2021-04-06,80
2021-04-07,73
2021-04-08,73
2021-04-09,71
2021-04-10,72
2021-04-11,74
2021-04-12,74
2021-04-13,69
2021-04-14,69
2021-04-15,70
2021-04-16,72
2021-04-17,71
2021-04-18,74
2021-04-19,71
2021-04-20,72
2021-04-21,70
2021-04-22,70
2021-04-23,68
2021-04-24,72
2021-04-25,72
2021-04-26,72
2021-04-27,70
2021-04-28,71
2021-04-29,74
2021-04-30,68
2021-05-01,73
2021-05-02,76
2021-05-03,72
2021-05-04,71
2021-05-05,69
2021-05-06,66
2021-05-07,67
2021-05-08,69
2021-05-09,63
2021-05-10,66
2021-05-11,69
2021-05-12,66
2021-05-13,68
2021-05-14,68
2021-05-15,67
2021-05-16,69
2021-05-17,64
2021-05-18,63
2021-05-19,61
2021-05-20,62
2021-05-21,62
2021-05-22,65
2021-05-23,64
2021-05-24,63
2021-05-25,65
2021-05-26,62
2021-05-27,64
2021-05-28,64
2021-05-29,63
2021-05-30,64
2021-05-31,63
2021-06-01,63
2021-06-02,63
2021-06-03,60
2021-06-04,64
2021-06-05,64
2021-06-06,63
2021-06-07,62
2021-06-08,62
2021-06-09,59
2021-06-10,60
2021-06-11,60
2021-06-12,60
2021-06-13,60
2021-06-14,61
2021-06-15,60
2021-06-16,64
2021-06-17,58
2021-06-18,61
2021-06-19,60
2021-06-20,61
2021-06-21,61
2021-06-22,59
2021-06-23,61
2021-06-24,57
2021-06-25,59
2021-06-26,58
2021-06-27,61
2021-06-28,63
2021-06-29,61
2021-06-30,59
2021-07-01,45
2021-07-02,45
2021-07-03,45
2021-07-04,47
2021-07-05,45
2021-07-06,46
2021-07-07,42
2021-07-08,46
2021-07-09,43
2021-07-10,44
2021-07-11,43
2021-07-12,45
2021-07-13,45
2021-07-14,45
2021-07-15,46
2021-07-16,44
2021-07-17,46
2021-07-18,47
2021-07-19,48
2021-07-20,45
2021-07-21,46
2021-07-22,45
2021-07-23,47
2021-07-24,45
2021-07-25,48
2021-07-26,48
2021-07-27,46
2021-07-28,45
2021-07-29,44
2021-07-30,44
2021-07-31,46
2021-08-01,47
2021-08-02,44
2021-08-03,45
2021-08-04,45
2021-08-05,43
2021-08-06,43
2021-08-07,42
2021-08-08,46
2021-08-09,46
2021-08-10,44
2021-08-11,44
2021-08-12,44
2021-08-13,43
2021-08-14,42
2021-08-15,40
2021-08-16,44
2021-08-17,42
2021-08-18,42
2021-08-19,41
2021-08-20,46
2021-08-21,43
2021-08-22,46
2021-08-23,46
2021-08-24,44
2021-08-25,43
2021-08-26,46
2021-08-27,43
2021-08-28,47
2021-08-29,46
2021-08-30,45
2021-08-31,45
2021-09-01,44
2021-09-02,44
2021-09-03,43
2021-09-04,44
2021-09-05,46
2021-09-06,45
2021-09-07,43
2021-09-08,42
2021-09-09,42
2021-09-10,41
2021-09-11,47
2021-09-12,44
2021-09-13,41
2021-09-14,40
2021-09-15,40
2021-09-16,41
2021-09-17,41
2021-09-18,46
2021-09-19,45
2021-09-20,42
2021-09-21,43
2021-09-22,45
2021-09-23,42
2021-09-24,44
2021-09-25,45
2021-09-26,45
2021-09-27,40
2021-09-28,41
2021-09-29,40
2021-09-30,38
2021-10-01,40
2021-10-02,43
2021-10-03,42
2021-10-04,37
2021-10-05,40
2021-10-06,40
2021-10-07,40
2021-10-08,41
2021-10-09,43
2021-10-10,46
2021-10-11,44
2021-10-12,41
2021-10-13,43
2021-10-14,43
2021-10-15,44
2021-10-16,45
2021-10-17,46
2021-10-18,44
2021-10-19,42
2021-10-20,43
2021-10-21,44
2021-10-22,45
2021-10-23,46
2021-10-24,48
2021-10-25,46
2021-10-26,46
2021-10-27,45
2021-10-28,46
2021-10-29,49
2021-10-30,56
2021-10-31,51
2021-11-01,48
2021-11-02,45
2021-11-03,44
2021-11-04,44
2021-11-05,44
2021-11-06,49
2021-11-07,52
2021-11-08,46
2021-11-09,45
2021-11-10,46
2021-11-11,45
2021-11-12,45
2021-11-13,55
2021-11-14,57
2021-11-15,52
2021-11-16,58
2021-11-17,63
2021-11-18,56
2021-11-19,56
2021-11-20,58
2021-11-21,64
2021-11-22,56
2021-11-23,53
2021-11-24,49
2021-11-25,50
2021-11-26,51
2021-11-27,56
2021-11-28,63
2021-11-29,54
2021-11-30,50
2021-12-01,49
2021-12-02,49
2021-12-03,51
2021-12-04,54
2021-12-05,59
2021-12-06,67
2021-12-07,77
2021-12-08,66
2021-12-09,66
2021-12-10,63
2021-12-11,68
2021-12-12,69
2021-12-13,65
2021-12-14,65
2021-12-15,66
2021-12-16,68
2021-12-17,67
2021-12-18,66
2021-12-19,63
2021-12-20,81
2021-12-21,100
2021-12-22,79
2021-12-23,69
2021-12-24,64
2021-12-25,64
2021-12-26,68
2021-12-27,68
2021-12-28,68
2021-12-29,69
2021-12-30,67
2021-12-31,64
2022-01-01,84
2022-01-02,100
2022-01-03,84
2022-01-04,75
2022-01-05,73
2022-01-06,65
2022-01-07,66
2022-01-08,66
2022-01-09,66
2022-01-10,58
2022-01-11,55
2022-01-12,54
2022-01-13,53
2022-01-14,55
2022-01-15,57
2022-01-16,56
2022-01-17,53
2022-01-18,49
2022-01-19,50
2022-01-20,49
2022-01-21,47
2022-01-22,51
2022-01-23,48
2022-01-24,42
2022-01-25,44
2022-01-26,42
2022-01-27,45
2022-01-28,44
2022-01-29,49
2022-01-30,47
2022-01-31,41
2022-02-01,40
2022-02-02,41
2022-02-03,43
2022-02-04,42
2022-02-05,43
2022-02-06,45
2022-02-07,39
2022-02-08,40
2022-02-09,36
2022-02-10,39
2022-02-11,37
2022-02-12,40
2022-02-13,41
2022-02-14,36
2022-02-15,37
2022-02-16,39
2022-02-17,37
2022-02-18,39
2022-02-19,40
2022-02-20,41
2022-02-21,39
2022-02-22,39
2022-02-23,36
2022-02-24,34
2022-02-25,36
2022-02-26,38
2022-02-27,37
2022-02-28,35
2022-03-01,35
2022-03-02,36
2022-03-03,37
2022-03-04,34
2022-03-05,36
2022-03-06,36
2022-03-07,33
2022-03-08,32
2022-03-09,32
2022-03-10,31
2022-03-11,33
2022-03-12,36
2022-03-13,36
2022-03-14,33
2022-03-15,30
2022-03-16,33
2022-03-17,40
2022-03-18,51
2022-03-19,46
2022-03-20,42
2022-03-21,37
2022-03-22,36
2022-03-23,38
2022-03-24,35
2022-03-25,34
2022-03-26,37
2022-03-27,36
2022-03-28,32
2022-03-29,33
2022-03-30,35
2022-03-31,33
2022-04-01,34
2022-04-02,36
2022-04-03,38
2022-04-04,34
2022-04-05,31
2022-04-06,38
2022-04-07,28
2022-04-08,32
2022-04-09,32
2022-04-10,40
2022-04-11,40
2022-04-12,38
2022-04-13,39
2022-04-14,40
2022-04-15,42
2022-04-16,43
2022-04-17,42
2022-04-18,42
2022-04-19,32
2022-04-20,38
2022-04-21,34
2022-04-22,37
2022-04-23,40
2022-04-24,39
2022-04-25,36
2022-04-26,36
2022-04-27,34
2022-04-28,33
2022-04-29,33
2022-04-30,39
2022-05-01,38
2022-05-02,39
2022-05-03,37
2022-05-04,32
2022-05-05,33
2022-05-06,34
2022-05-07,37
2022-05-08,35
2022-05-09,34
2022-05-10,32
2022-05-11,32
2022-05-12,29
2022-05-13,31
2022-05-14,33
2022-05-15,34
2022-05-16,30
2022-05-17,29
2022-05-18,28
2022-05-19,29
2022-05-20,29
2022-05-21,32
2022-05-22,37
2022-05-23,30
2022-05-24,30
2022-05-25,29
2022-05-26,31
2022-05-27,30
2022-05-28,32
2022-05-29,34
2022-05-30,31
2022-05-31,29
2022-06-01,30
2022-06-02,29
2022-06-03,29
2022-06-04,33
2022-06-05,35
2022-06-06,32
2022-06-07,29
2022-06-08,30
2022-06-09,29
2022-06-10,28
2022-06-11,31
2022-06-12,32
2022-06-13,32
2022-06-14,29
2022-06-15,29
2022-06-16,28
2022-06-17,30
2022-06-18,31
2022-06-19,32
2022-06-20,30
2022-06-21,28
2022-06-22,29
2022-06-23,28
2022-06-24,28
2022-06-25,30
2022-06-26,31
2022-06-27,31
2022-06-28,29
2022-06-29,30
2022-06-30,29
2022-07-01,64
2022-07-02,64
2022-07-03,61
2022-07-04,64
2022-07-05,64
2022-07-06,67
2022-07-07,64
2022-07-08,59
2022-07-09,66
2022-07-10,71
2022-07-11,63
2022-07-12,62
2022-07-13,63
2022-07-14,58
2022-07-15,66
2022-07-16,61
2022-07-17,69
2022-07-18,66
2022-07-19,61
2022-07-20,63
2022-07-21,67
2022-07-22,59
2022-07-23,72
2022-07-24,68
2022-07-25,73
2022-07-26,67
2022-07-27,67
2022-07-28,68
2022-07-29,64
2022-07-30,75
2022-07-31,73
2022-08-01,74
2022-08-02,65
2022-08-03,67
2022-08-04,69
2022-08-05,70
2022-08-06,72
2022-08-07,71
2022-08-08,69
2022-08-09,69
2022-08-10,66
2022-08-11,66
2022-08-12,66
2022-08-13,67
2022-08-14,73
2022-08-15,70
2022-08-16,67
2022-08-17,66
2022-08-18,65
2022-08-19,68
2022-08-20,70
2022-08-21,74
2022-08-22,68
2022-08-23,66
2022-08-24,63
2022-08-25,67
2022-08-26,72
2022-08-27,72
2022-08-28,73
2022-08-29,66
2022-08-30,69
2022-08-31,72
2022-09-01,74
2022-09-02,75
2022-09-03,79
2022-09-04,76
2022-09-05,74
2022-09-06,67
2022-09-07,65
2022-09-08,62
2022-09-09,66
2022-09-10,69
2022-09-11,71
2022-09-12,61
2022-09-13,65
2022-09-14,60
2022-09-15,60
2022-09-16,60
2022-09-17,71
2022-09-18,72
2022-09-19,62
2022-09-20,65
2022-09-21,60
2022-09-22,59
2022-09-23,60
2022-09-24,72
2022-09-25,74
2022-09-26,63
2022-09-27,58
2022-09-28,59
2022-09-29,60
2022-09-30,63
2022-10-01,68
2022-10-02,75
2022-10-03,66
2022-10-04,62
2022-10-05,57
2022-10-06,59
2022-10-07,62
2022-10-08,66
2022-10-09,70
2022-10-10,61
2022-10-11,60
2022-10-12,61
2022-10-13,57
2022-10-14,83
2022-10-15,100
2022-10-16,84
2022-10-17,75
2022-10-18,68
2022-10-19,67
2022-10-20,65
2022-10-21,71
2022-10-22,76
2022-10-23,79
2022-10-24,68
2022-10-25,71
2022-10-26,76
2022-10-27,67
2022-10-28,74
2022-10-29,79
2022-10-30,83
2022-10-31,81
2022-11-01,81
2022-11-02,75
2022-11-03,69
2022-11-04,75
2022-11-05,81
2022-11-06,83
2022-11-07,69
2022-11-08,67
2022-11-09,61
2022-11-10,65
2022-11-11,78
2022-11-12,82
2022-11-13,82
2022-11-14,71
2022-11-15,73
2022-11-16,68
2022-11-17,67
2022-11-18,70
2022-11-19,79
2022-11-20,79
2022-11-21,67
2022-11-22,67
2022-11-23,67
2022-11-24,71
2022-11-25,66
2022-11-26,70
2022-11-27,79
2022-11-28,62
2022-11-29,64
2022-11-30,59
2022-12-01,60
2022-12-02,63
2022-12-03,73
2022-12-04,71
2022-12-05,62
2022-12-06,60
2022-12-07,62
2022-12-08,62
2022-12-09,61
2022-12-10,69
2022-12-11,75
2022-12-12,65
2022-12-13,61
2022-12-14,60
2022-12-15,64
2022-12-16,63
2022-12-17,73
2022-12-18,68
2022-12-19,64
2022-12-20,66
2022-12-21,66
2022-12-22,71
2022-12-23,69
2022-12-24,73
2022-12-25,80
2022-12-26,87
2022-12-27,82
2022-12-28,85
2022-12-29,81
2022-12-30,74
2022-12-31,72
